プロジェクト名,,,,,,救急情報管理システム　みまもりホン後継機対応,,,,,,,,,,,,,,,,,,,,,,,,,,作成者,,,髙橋,,,,,,,,修正者
ドキュメント名,,,,,,セコム工業登録作業の改善,,,,,,,,,,,,,,,,,,,,,,,,,,作成日,,,2023/9/20,,,,,,,,修正日
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SIM情報（ＩＣＣＩＤ）,,,,,,,,,,,,,,,,,,HX.TERMINAL_SIM_HIMODUKE.IC_CARD_NO,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,２．ＤＢ登録,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,㉕,,,,パラメータチェックを全て通過した場合のみ、ＤＢへ登録を行う。（ＩＮＳＥＲＴ）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,登録内容は下記,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,NEW_TERMINAL_REGISTのレコード特定には端末製造番号（ＩＭＥＩ）を用いる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,NEW_SIM_REGISTのレコード特定にはＳＩＭ情報（ＩＣＣＩＤ）を用いる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,HX.TERMINAL_SIM_HIMODUKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,登録値,,,,,,,,,,,,,,,,,,対象ＤＢ項目,,,,,,,,,,,,,,,,,,
,,,,,,,登録日時,,,,,,,,,,,,,,,,,,CREATED_DATE,,,,,,,,,,,,,,,,,,
,,,,,,,ＷＥＢページ名,,,,,,,,,,,,,,,,,,CREATED_PROGRAM_ID,,,,,,,,,,,,,,,,,,
,,,,,,,ログインユーザー社員番号,,,,,,,,,,,,,,,,,,CREATED_USER_ID,,,,,,,,,,,,,,,,,,
,,,,,,,登録日時,,,,,,,,,,,,,,,,,,MODIFIED_DATE,,,,,,,,,,,,,,,,,,
,,,,,,,ＷＥＢページ名,,,,,,,,,,,,,,,,,,MODIFIED_PROGRAM_ID,,,,,,,,,,,,,,,,,,
,,,,,,,ログインユーザー社員番号,,,,,,,,,,,,,,,,,,MODIFIED_USER_ID,,,,,,,,,,,,,,,,,,
,,,,,,,"""0""",,,,,,,,,,,,,,,,,,DELETE_FLG,,,,,,,,,,,,,,,,,,
,,,,,,,画面入力値,,,,,,,,,,,,,,,,,,TERMINAL_NO,,,,,,,,,,,,,,,,,,
,,,,,,,画面入力値,,,,,,,,,,,,,,,,,,IC_CARD_NO,,,,,,,,,,,,,,,,,,
,,,,,,,sysdate,,,,,,,,,,,,,,,,,,REGIST_DATE,,,,,,,,,,,,,,,,,,
,,,,,,,"""0""",,,,,,,,,,,,,,,,,,R3_SEND_FLG,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,３．登録完了後,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,㉖,,,正常にＤＢへ登録が完了した場合、画面上で登録完了文言を表示する。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,文言,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,端末製造番号：352078107102667、SIM情報：8981300054198647148　で紐付け登録しました。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,入力欄は再度活性化し、カーソルはデフォルトで端末製造番号を選択するようにする,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,登録時エラーの場合は登録時に、１．、２．で記載した条件に基づいてエラーを表示する。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"【４】　端末-SIM情報紐付け結果一覧
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,（１）ボタン制御,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,㉗,,削除,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,各表示項目毎に「削除」ボタンを表示する。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,「削除」ボタン押下で紐付けデータを削除する。（TERMINAL_SIM_HIMODUKEから該当レコードを物理削除(DELETE)する）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,（２）画面制御,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,㉘,,,１．一覧表示,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,登録当日（TERMINAL_SIM_IHMODUKE.REGIST_DATEのYYYYMMDDが本日）の紐付けデータ一覧を表示する。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,表示内容は下記,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,項目名,,,,,,,,,,,,,,,,,,対象ＤＢ項目,,,,,,,,,,,,,,,,,,
,,,,,,,端末製造番号（ＩＭＥＩ）,,,,,,,,,,,,,,,,,,HX.TERMINAL_SIM_HIMODUKE.TERMINAL_NO,,,,,,,,,,,,,,,,,,
,,,,,,,SIM情報（ＩＣＣＩＤ）,,,,,,,,,,,,,,,,,,HX.TERMINAL_SIM_HIMODUKE.IC_CARD_NO,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,表示は１ページあたり20件を最大とし、20件以上のレコードが存在する場合にはページングする。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,レコードが存在しない場合は、ヘッダーのみ表示する。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,レコードが存在しない場合の画面表示文言：本日登録されたデータはありません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,㉙,,,２．削除,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,「削除」ボタン押下でポップアップを表示。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ポップアップ文言：該当の紐付け登録を削除してよろしいですか？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ポップアップ選択肢：　ＯＫ、キャンセル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,「ＯＫ」押下後該当のレコードを削除し、画面を再表示する。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
